timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1764880566,12,register_project,0.089,8d9a8594e323701512bf223e5b0db8db7f3de1823b3b7100a91c7b66df7b6104,610a533ebb290a923b45892dad3b40a442f9f260f115a00ffd85a6f0e6887133
1764880567,12,publish,1,0.075,8d9a8594e323701512bf223e5b0db8db7f3de1823b3b7100a91c7b66df7b6104,symm
1764880587,12,aggregate,1,2.8793,1,7e28c1a08b2d21a875048c82f5ee7395e468d8d9ad15c98b3985166b720c4962,0.0
