timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1765019180,24,register_project,0.066,ff3570df4fc4d7a00de3563769f1a1680fb7434898e6ab863a1ea00f3baa60cf,9138b3f579fed4138a818085ae162aba85ad1736d856d1569cabe573f0c2afb0
1765019181,24,publish,1,0.0611,ff3570df4fc4d7a00de3563769f1a1680fb7434898e6ab863a1ea00f3baa60cf,symm
1765019201,24,aggregate,1,2.5424,1,f7e753996eb4eeb894609bca054dd131bc96e1f1257e984b7d54193dbcc83028,0.0
