timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1764859374,8,register_project,0.154,b3f9364f444d5bfa8dec6d965ab60cff41d1d37e3bf8e83d7c1c7c6489b74f2b,527fb51ece2adbf5079ebe2700d79d7552b89ad8219d7570de685c7a02463535
1764859375,8,publish,1,0.065,b3f9364f444d5bfa8dec6d965ab60cff41d1d37e3bf8e83d7c1c7c6489b74f2b,symm
1764859395,8,aggregate,1,2.9235,1,28f7dfa0e91237f0465e54a6c48200f0519d195f0a493021e1b1486df33368fb,0.0
