timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1764877392,11,register_project,0.079,800d06689ac5cdac174b66174ace08a915c7f734b1eed36118a9fb1600b0db3c,8691013fd18c022f426535ef724beb1b42d2a80b27a7cd72dc7233a8b1ac9e1a
1764877393,11,publish,1,0.0526,800d06689ac5cdac174b66174ace08a915c7f734b1eed36118a9fb1600b0db3c,symm
1764877413,11,aggregate,1,2.7023,1,5fdd19fb219b970fcf40c587bdbf196f91789c872c2fcb24d07b27527986cb3d,0.0
