timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1765003786,21,register_project,0.1554,b751a2c1c8c58a95d9fff278a17617f8244e822b3b008948038d6ad51dc41495,0816e3504c1380ebf820b66aec8067dbca2cf365994f477e46a7c0bb4f8326c6
1765003787,21,publish,1,0.063,b751a2c1c8c58a95d9fff278a17617f8244e822b3b008948038d6ad51dc41495,symm
1765003810,21,aggregate,1,3.804,1,ef21554335d7904683ca581568d5e9a00a94b9e0722060b9483e377568b16d0a,0.0
