timestamp,project_id,phase,registration_tx_time_s,initial_model_hash,initial_keys_hash
1764967210,19,register_project,0.097,2ad106612e84a0c7689b5907483c3619762e66ba122f5893b4aae6ae42136009,c641601b926c64d5e9c455c5427d5ac10c61c26307b2ed5962b44ea7e2309494
1764967212,19,publish,1,0.085,2ad106612e84a0c7689b5907483c3619762e66ba122f5893b4aae6ae42136009,symm
1764967302,19,register_project,0.1021,440f3a2272390a7c4e740dedcf84316edb360dc03ed0f62c3b80e77f9030f840,bea70b47e3f38d711200dceb201ea5b1f9797f061b45df6a4a2f3992d2d1e98d
1764967303,19,publish,1,0.076,440f3a2272390a7c4e740dedcf84316edb360dc03ed0f62c3b80e77f9030f840,symm
1764967356,19,register_project,0.078,8bcc2d88cea4a0179d1f54bf173bb2ba1a9c6a741c0b52fc7e8f64c2d3cc1b8c,6de18c0a524849b26bb9e05a17a157c2e08fcef8c75559aa1025f24b53f27aae
1764967357,19,publish,1,0.061,8bcc2d88cea4a0179d1f54bf173bb2ba1a9c6a741c0b52fc7e8f64c2d3cc1b8c,symm
1764967378,19,aggregate,1,3.2636,1,a64f0cad3aea0bc64af092473d59f7e84ce83bbc4b53a5c036d4a0f55fb37625,0.0
